title,author,isbn,totalcheckouts
"The bone vault /","Fairstein, Linda A.",0743223543,50
"Emily Post's the gift of good manners  :","Post, Peggy,",006018549X,23
"Switchers /","Thompson, Kate.","0786803800 (trade) | 0786823283 (library)",28
"Hunter's moon /","Logan, Chuck,",0060176431,37
"Grover Cleveland /","Graff, Henry F.",0805069232,28
"Magic tree house #25 : Stage fright on a summer night /","Osborne, Mary Pope.","0375806113 (pbk. : alk. paper) | 0375906118",215
"The Oxford book of modern women's stories /",,"0192142321 :",26
"Agatha Raisin and the day the floods came /","Beaton, M. C.",0312207670,82
"A second book of Danish verse.","Stork, Charles Wharton,",,4
"The collected poems of Wilfred Owen /","Owen, Wilfred,",0811201325,28
"Clockwork /","Pullman, Philip,","0590129988 (pb) | 0590129996 (hc)",50
"Powerhouse :","Wilcox, Charlotte.",087614945X,17
"Mama cat has three kittens /","Fleming, Denise,",0805057455,55
"The clowns of God :","West, Morris L.,",0688004490,34
"Tomorrow, up and away! /","Collins, Pat Lowery.",0395515246,114
"John Henry /","Lester, Julius.","0803716060 (trade) | 0803716079 (lib. bdg.)",54
"Stars, stars, stars /","Barner, Bob.",0811831590,116
"Corporate tides :","Fritz, Robert,","1881052885 (alk. paper)",14
"Treasures of the Smithsonian.","Park, Edwards.","0810916800 (Abrams) : | 0895990121 :",12
"The enchanted world of sleep /","Lavie, P.","0300066023 (alk. paper)",33
"Tomatoes, potatoes, corn, and beans :","Johnson, Sylvia A.",0689801416,13
"The odes of John Keats /","Vendler, Helen Hennessy.","0674630750 (alk. paper) :",47
"The truthful harp.","Alexander, Lloyd.",,36
"Grow younger, live longer :","Chopra, Deepak.","0609600796 (hardcover)",81
"How to write tales of horror, fantasy, and science fiction /",,"0898792703 :",34
"Cirque du Freak, bk. 03 : Tunnels of blood/","Shan, Darren.",0316607630,45
"Emma's rug /","Say, Allen.","0395742943 (hardcover)",82
"The plays of Oscar Wilde /","Wilde, Oscar,","0394757882 (pbk.) :",51
"A century of bags :","Wilcox, Claire.",0785808345,33
"Demons :","Dostoyevsky, Fyodor,","0679734511 :",37
"Moonlight kite /","Buckley, Helen Elizabeth.","0688109314 | 0688109322 (lib. bdg.)",91
"Jacques-Louis David /","Nanteuil, Luc de.","0810908336 :",12
"The last unicorn /","Beagle, Peter S.","0451450523 :",46
"Purify your body :","Diamond, Nina L.",0517887452,44
"Level 4 :","McCormick, Joseph B.","1570362777 (alk. paper)",35
"The Victorian Internet :","Standage, Tom.","0802713424 (hardcover)",16
"The girl who loved wild horses /","Goble, Paul.","0878881212 :",44
"A-hunting we will go! /","Kellogg, Steven.","0688149448 | 0688149456",86
"The treatment /","Hayder, Mo.",0385496958,32
"Eva moves the furniture /","Livesey, Margot,","0805068015 (hb)",28
"Twelve snails to one lizard :","Hightower, Susan.",0689804520,97
"Flamingo /","Arnold, Caroline.","0688094112 | 0688094120 (lib. bdg.)",61
"The core program :","Brill, Peggy W.",0553801392,54
"Sir Francis Drake :","Kelsey, Harry,","0300071825 (cloth : alk. paper)",17
"The second coming of Lucy Hatch :","Moyer, Marsha.","0060081651 (hc.)",26
"Julia Roberts :","Spada, James.",0312285655,30
"The arts of Japan","Noma, Seiroku.",,23
"All about turkeys /","Arnosky, Jim.","0590481479 (hc) | 0590697803 (pb)",30
"The difference engine /","Gibson, William,",0553070282,49
"What I loved :","Hustvedt, Siri.","0805071709 (alk. paper)",55
"Best words, best order :","Dobyns, Stephen,",0312129327,20
"Princess Sultana's circle /","Sasson, Jean P.",0967673712,48
"My chimp Friday :","Mundis, Hester.",0689838379,35
"Killer in the rain.","Chandler, Raymond,",,45
"Bravo! :","Scherer, Barrymore Laurence.",0525942483,24
"The speed of light :","Rosner, Elizabeth.",0345442245,35
"Money troubles /","Cosby, Bill,","0590164023 (hc) | 059095623X (pbk.)",66
"The lucky ones : a novel /","Cusk, Rachel, 1967-",000716131X,32
"Operatives, spies, and saboteurs :","O'Donnell, Patrick K.,",074323572X,19
"Fall from glory :","Vistica, Gregory L.",0684811502,22
"The illustrated history of magic /","Christopher, Milbourne.",0435070169,13
"C.S. Lewis :","Wilson, A. N.,",0393028135,35
"Father Brown mystery stories.","Chesterton, G. K.",,40
"The man who walked between the towers /","Gerstein, Mordicai.","0761317910 (trade ed.) | 0761328688 (lib. bdg.)",30
"The man who walked between the towers /","Gerstein, Mordicai.","0761317910 (trade ed.) | 0761328688 (lib. bdg.)",27
"The vault /","Lovesey, Peter.","1569472084 (alk. paper)",40
"Foundation and empire /","Asimov, Isaac,",0385050453,31
"Traveling to Tondo /","Aardema, Verna.",0679800816,16
"Final entries, 1945 :","Goebbels, Joseph,","0399121161 :",9
"More, fewer, less /","Hoban, Tana.","0688156932 (trade) | 0688156940 (lib. bdg.)",19
"Ancient herbs, modern medicine :","Han, Henry.",0553381180,38
"Java for dummies /","Walsh, Aaron E.","156884641X (pbk.) :",106
"Whoo-oo is it? /","McDonald, Megan.","053105974X | 0531085740 (lib. bdg.)",66
"Blue ribbon blues :","Spinelli, Jerry.","0679887539(pbk.) | 0679987533(lib. bdg.)",55
"The Irish manor house murder /","Deere, Dicey.",0312206062,53
"The summons ","Grisham, John.",0375431489,113
"The edge on the sword /","Tingle, Rebecca.",0399235809,45
"Poems [of] John Skelton;","Skelton, John,",198710151,
"Prodigal summer :","Kingsolver, Barbara.",0060199652,51
"Snow Island /","Towler, Katherine,","193156101X (alk. paper)",33
"The Chinese mind;",,,16
"Long walk to freedom :","Mandela, Nelson,","0316545856 | 0316548189 | 9780316545853 | 9780316548182",5
"Long walk to freedom :","Mandela, Nelson,","0316545856 | 0316548189 | 9780316545853 | 9780316548182",51
"Sparks /","McNamee, Graham.","0385729774 | 0385900546 (lib. binding)",32
"""Why should white guys have all the fun?"" :","Lewis, Reginald F.,","0471042277 (acidfree paper)",20
"The Japanese mind;",,,17
"Beglye v Novorossii ; Volya ; Knyazna Tarakanova /","Danilevskii, Grigovii Petrovich,",,25
"The history of Scotland /","Somerset Fry, Plantagenet,","0415066018 (pbk)",26
"Big Anthony :","DePaola, Tomie,",0399231897,159
"Chicken soup by heart /","Hershenhorn, Esther.",0689826656,73
"Addio alle armi /","Hemingway, Ernest,",,8
"Alexander Hamilton:","Miller, John Chester,",,29
"Noblesse oblige /","Argers, Helen.","0312113242 :",50
"Your sacred self :","Dyer, Wayne W.",0060177861,101
"Beach ball--left, right /","McMillan, Bruce.",0823409465,60
"Giving thanks :","Swamp, Chief Jake,","1880000156 (hardcover) :",34
"Whispers and lies /","Fielding, Joy.",0743446259,34
"The knowledge of man /","Buber, Martin,",,8
"The big nap :","Hale, Bruce.",0152025219,108
"Seventh heaven /","Hoffman, Alice.",,89
"The runner /","Reich, Christopher,",0385333668,56
"Dead man's island /","Hart, Carolyn G.","0553091735 :",125
"The story of Christian spirituality :",,0800632893,29
"Line of vision /","Ellis, David,","0399147071 (alk. paper)",73
"The complete illustrated guide to furniture & cabinet construction /","Rae, Andy.",1561584029,30
"Duchamp :","Tomkins, Calvin,","0805008233 (acidfree paper)",29
"The serotonin solution :","Wurtman, Judith J.",0449910016,45
"The first American :","Brands, H. W.",0385493282,62
"The stonecutter :","Newton, Pam.",0399221875,22
"The Indian mind;",,,8
"The du Ponts :","Duke, Marc.","0841504296 : ",26
"The hostile hospital : a series of unfortunate events ; bk. 8 /","Snicket, Lemony.","0064408663 | 0066239192 (lib. bdg.)",3
"Ed Emberley's drawing book of trucks and trains.","Emberley, Ed.","0316237868 (pb) | 0316238988 (hc)",53
"All the queen's men /","Howard, Linda,","0671034413 :",121
"Thicker than water /","Harrison, Kathryn.",0394588894,25
"All families are psychotic :","Coupland, Douglas.",1582341656,40
"Du Pont: behind the nylon curtain.","Colby, Gerard,",0132210770,16
"Drawing lessons from a bear /","McPhail, David M.","0316563455 (hardcover)",86
"Genghis Khan and the making of the modern world /","Weatherford, J. McIver.",0609610627,32
"Don't tell anyone /","Busch, Frederick,",0393049736,32
"The way she looks tonight :","Fowler, Marian,",0312147570,23
"Whistler's angel /","Maxim, John R.",0380975459,31
"Angry housewives eating bon bons /","Landvik, Lorna,",0345438825,85
"Love's masquerade ","Courtney, Caroline.",0816131376,61
"The body in the belfry /","Page, Katherine Hall.","0312037988 :",81
"Capital /","Curlee, Lynn.",0689849478,42
"Home improvement 1-2-3.",,0696213273,86
"Death of an outsider /","Beaton, M. C.","0312021887 :",80
"Storming heaven /","Mills, Kyle,",0061012505,49
"Nothing gold can stay :","Stabenow, Dana.","0525945598 (alk. paper)",50
"Deepsix /","McDevitt, Jack.","0061051241 (hardcover)",52
"Breaking out of beginner's Spanish /","Keenan, Joseph J.","0292743211 (alk. paper) | 029274322X (alk. paper) | 9780292743212 (alk. paper) | 9780292743229 (alk. paper)",22
"Lemon meringue pie murder /","Fluke, Joanne,",0758201508,129
"Tuck-me-in tales :","MacDonald, Margaret Read,","0874834619 (hc)",43
"The jewel that was ours /","Dexter, Colin.","0517588471 :",152
"A raisin in the sun :","Hansberry, Lorraine,",0452267765,62
"Rocks and minerals /","Bingham, Caroline,","0789497603 | 0789498944 (ALB)",66
"The burglar on the prowl /","Block, Lawrence.","0060198303 (alk. paper)",28
"Noel Coward :","Hoare, Philip.",0684809370,19
"The four books:","Ssu shu",,13
"Harvey Hare, postman extraordinaire /","Watts, Bernadette.","1558586873 (trade) | 1558586881 (library)",66
"A portrait of Isaac Newton","Manuel, Frank Edward.",,47
"Mosaic :","Armstrong, Diane,",0312274556,24
"Half a moon and one whole star /","Dragonwagon, Crescent.","0027331202 :",81
"The discovery of chocolate /","Runcie, James,",0060184817,29
"Property of blood /","Nabb, Magdalen,","1569472513 (alk. paper)",48
"Birdsong /","Faulks, Sebastian.","067943545X (alk. paper)",81
"Krondor, tear of the gods /","Feist, Raymond E.",0380978008,37
"Simple & direct :","Barzun, Jacques,",0060102365,24
"Pigsty /","Teague, Mark.",0590459155,94
"The way of the wizard :","Chopra, Deepak.","051770434X :",96
"The secret of the Indian /","Banks, Lynne Reid,","0385262922 :",60
"Dead reckoning :","Treadway, David C.",0465007287,13
"Power writing, power speaking :","Mager, N. H.",0688032958,23
"Commander Toad and the voyage home /","Yolen, Jane.","0399231226 (hardcover) | 069811602X (pbk.)",100
"Commander Toad and the voyage home /","Yolen, Jane.","0399231226 (hardcover) | 069811602X (pbk.)",156
"Apology, Crito, Phaedo, Symposium, Republic,",Plato.,,56
"A place of execution /","McDermid, Val.",0312266324,62
"Heart :","Godwin, Gail.",0380977958,16
"Understanding depression :","DePaulo, J. Raymond,","0471395528 (cloth : alk. paper)",46
"A house called Awful End /","Ardagh, Philip.","0805068287 (alk. paper)",51
"Classical mythology /","Morford, Mark P.O.,","0582280044 (pbk.) : | 0582285410 (pbk. : cover) :",35
"Encyclopedia of the car.",,1856273423,42
"How the fisherman tricked the genie :","Sunami, Kitoba.",0689833997,56
"Dim sum :","Blonder, Ellen,",0609608878,79
"Funeral in blue /","Perry, Anne.","0345440013 (alk. paper)",32
"Vision and art :","Livingstone, Margaret.",0810904063,29
"The what's happening to my body? book for boys :","Madaras, Lynda.","1557044430 (pbk.) | 1557044473 (hc)",41
"Foundation's edge /","Asimov, Isaac,",0385177259,67
"Sewing by hand /","Hoffman, Christine.","0060211466 : | 0060211474 (lib. bdg.)",36
"The free fall of Webster Cummings /","Bodett, Tom,",0786862092,36
"The dark frontier /","Ambler, Eric,",0892964138,35
"The queene's cure /","Harper, Karen","0385334788 (alk. paper)",34
"Hamlet /","Shakespeare, William,","0300101058 (paperbound) | 0300101759 (clothbound : alk. paper)",47
"The fat flush plan /","Gittleman, Ann Louise.","0071383832 (alk. paper)",19
"The fat flush plan /","Gittleman, Ann Louise.","0071383832 (alk. paper)",32
"Ghosts in photographs :","Gettings, Fred.","0517529300 :",54
"DiMaggio : setting the record straight /","Engelberg, Morris.",0760314829,25
"The electric kool-aid acid test /","Wolfe, Tom.","0553380648 :",44
"A fall in Denver :","Andrews, Sarah.",0684815230,67
"Three sacks of truth :","Kimmel, Eric A.","082340921X :",39
"Maddy's song /","Dickson, Margaret.","0395360773 :",29
"Bad love /","Kellerman, Jonathan.","0553089196 | 0553096362 :",6
"Introducing monoprints /","Palmer, Frederick,","0877498490 :",18
"Here comes the mail /","Skurzynski, Gloria.",0027829162,188
"Clockers /","Price, Richard,",0395537614,79
"Hunter's green ","Whitney, Phyllis A.,",0816132968,27
"The patchwork quilt /","Flournoy, Valerie,","0803700970 | 0803700989 (lib. bdg.)",45
"The patchwork quilt /","Flournoy, Valerie,","0803700970 | 0803700989 (lib. bdg.)",78
"Speaking freely :","Hentoff, Nat.","0679436472 (alk. paper)",14
"Every creeping thing! :","Conniff, Richard,","0805056971 (hb : alk. paper)",18
"The first billion :","Reich, Christopher,",0385333676,64
Hod-carrier:,"Johnson, Gerald W.",,
"My friend Rabbit /","Rohmann, Eric.","0761315357 | 0761324208 (lib. bdg.)",59
"Look out kindergarten, here I come! = Preparate kindergarten, alla voy!/","Carlson, Nancy L.",0670883786,61
"Research adventures for young scientists.","Barr, George,",,
"The feather-bed journey /","Feder, Paula Kurzband.",0807523305,56
"Mystic river /","Lehane, Dennis.","0688163165 :",7
"Last puzzle & testament /","Hall, Parnell.",055380099X,69
"What every programmer should know about object-oriented design /","Page-Jones, Meilir.",0932633315,56
"Down these mean streets.","Thomas, Piri,",,15
"Night & low-light photography :","Gibbons, Bob,","0713721278 (pbk) :",41
"Food :","Goldberg, Jake,",0531114112,14
Promises,"Richardson, Nancy"," 1572970979",101
"A certain smile ","Michael, Judith.",037570678X,71
"Primitive people /","Prose, Francine,","0374237220 :",27
"Murder most delectable :",,"1581821190 (alk. paper)",32
"Andrew Jackson","Myers, Elisabeth P.",,
"Terrific tails /","Machotka, Hana.","0688045626 (trade) : | 0688045634 (lib. bdg.)",66
"Monoprints for the artist.","Marsh, Roger.",854585494,23
"Grover Cleveland :","Brodsky, Alyn.",0312268831,27
"Tripoint /","Cherryh, C. J.",0446517801,23
"Sparkling cyanide ","Christie, Agatha,",0708902235,62
"Each peach pear plum :","Ahlberg, Janet.","0670287059 :",4
"Each peach pear plum :","Ahlberg, Janet.","0670287059 :",60
"Each peach pear plum :","Ahlberg, Janet.","0670287059 :",166
"The inner world of Abraham Lincoln /","Burlingame, Michael,","0252020863 (acidfree paper)",39
"Picture me dead /","Graham, Heather.",1551666812,65
"Shaman :","Gordon, Noah.","0525935541 :",95
"Winter poems /",,0590428721,45
"The laughing hangman :","Marston, Edward.",0312143052,21
"Wilbur and Orville :","Howard, Fred,","039454269X :",53
"The confessions of Mycroft Holmes :","Theroux, Marcel,",0151006474,10
"Catch a falling spy =","Deighton, Len,","0151161275 :",27
"Strip tease :","Hiaasen, Carl.","0679419810 :",18
"The New York times management reader /",,0805067426,20
"They came before Columbus /","Van Sertima, Ivan.","0394402456 :",4
"Homeless bird /","Whelan, Gloria.","0006028454 | 0060284528 (lib. bdg.) | 0060284544",2
"Criminal intent /","Bernhardt, William,",0345441737,48
"Stokes field guide to birds.","Stokes, Donald W.",0316818097,57
"The obsession /","Cookson, Catherine.",0684842416,80
"Growing crystals /","Squire, Ann.",0516223402,50
"In plain sight /","Block, Barbara.","1575660598 :",55
"Independence day /","Sanders, Nancy I.",0516227645,62
"Amy Tan /",,"0791056589 (hc : alk. paper)",34
"Adam's fall /","Brown, Sandra,","0553095382 :",10
"The blind assassin ","Atwood, Margaret,",0375430857,63
"Letters from prison :","Furio, Jennifer.","1892941597 (pbk.)",17
"America's musical life :","Crawford, Richard,",0393048101,18
"A past in hiding :","Roseman, Mark.","0805063269 (hc.)",27
"7 x 9 = trouble! /","Mills, Claudia.",0374367469,123
"The truth hurts /","Pickard, Nancy.",0743412036,53
"Soul picnic :","Kort, Michele.",031220941X,19
"Slaves of New York :","Janowitz, Tama.",0517561077,15
"I :","Olsen, Jack.",0312241984,28
"I :","Olsen, Jack.",0312241984,6
"Europe's last summer :","Fromkin, David.",0375411569,26
"Aunt Dimity takes a holiday /","Atherton, Nancy.","067003200X (acidfree paper)",68
"Nobody's perfect:","Lane, Anthony,",0375414487,16
"Rare earth :","Ward, Peter Douglas,","0387987010 (hardcover : alk. paper)",17
"The kids' book of weather forecasting :","Breen, Mark,",1885593392,58
"Healing home spa :","Cooksley, Valerie Gennari.","0735203326 (alk. paper)",40
"The great one :","Henry, William A.,",0385415338,46
1927:,"Leinwand, Gerald.",156858153X,26
"Ice Palace.","Ferber, Edna,",,24
"Chilton's import car manual.",,,11
"Propaganda :","Rhodes, Anthony Richard Ewart.","0877540292 :",23
"Washington, D.C. /","Furman, Elina.",0516223194,23
"Show boat.","Ferber, Edna,",,11
"The United States and the Pacific :","Heffer, Jean.","0268043086 (cloth : alk. paper)",13
"Cousin Susannah /","Hucker, Hazel.",0312139500,43
"Beautiful as the moon, radiant as the stars :",,0446691364,29
"Murder suicide /","Ablow, Keith R.",0312323891,31
"Josephus /","Feuchtwanger, Lion,",,12
"Misoso :",,"0679834303 (hc trade) : | 0679934308 (GLB)",9
"Jerome Kern collection /","Kern, Jerome,",0881889032,35
"Recent philosophy :","Gilson, Etienne,",,19
"The 10-second Internet manager:","Breier, Mark.",0609607324,16
"The great book of couscous :","Marks, Copeland.",1556114206,31
"A clockwork orange /","Burgess, Anthony,",0393312836,7
"A clockwork orange /","Burgess, Anthony,",0393312836,17
